Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,City of Hamilton,17867,55
2023,City of Hamilton,326192,7054.3
2023,City of Hamilton,1037,88.7
2023,City of Hamilton,569632,2355.5
2023,City of Hamilton,29645,Not Available
2023,City of Hamilton,94379,220
2023,City of Hamilton,58103,136.2
2023,City of Hamilton,8521,Not Available
2023,City of Hamilton,719774.9,1527.3
2023,City of Hamilton,9003,Not Available
2023,City of Hamilton,81146,Not Available
2023,City of Hamilton,92016,359.3
2023,City of Hamilton,1263318.1,1131.2
2023,City of Hamilton,2160859.6,Not Available
2023,City of Hamilton,10776,166.8
2023,City of Hamilton,2097058.5,5808.8
2023,City of Hamilton,1874227.7,319.9
2023,City of Hamilton,1328887.6,Not Available
2023,City of Hamilton,1623155.4,Not Available
2023,City of Hamilton,119384,Not Available
2023,City of Hamilton,196048,Not Available
2023,City of Hamilton,1608100.8,Not Available
2023,City of Hamilton,1740428.3,Not Available
2023,City of Hamilton,128538,72.3
2023,City of Hamilton,63768,70.2
2023,City of Hamilton,139686,44.1
2023,City of Hamilton,293839,392.6
2023,City of Hamilton,13683283.5,Not Available
2023,City of Hamilton,169791,Not Available
2023,City of Hamilton,3305838.4,Not Available
2023,City of Hamilton,1272790.8,1343.9
2023,City of Hamilton,171905,Not Available
2023,City of Hamilton,18805,Not Available
2023,City of Hamilton,577449.9,Not Available
2023,City of Hamilton,214556,4219.8
2023,City of Hamilton,125171,Not Available
2023,City of Hamilton,771529.9,4766.1
2023,City of Hamilton,655330.9,2775.8
2023,City of Hamilton,118427.9,713.4
2023,City of Hamilton,85785,247.1
2023,City of Hamilton,272979,1834
2023,City of Hamilton,776035.3,1049.3
2023,City of Hamilton,32091,61.2
2023,City of Hamilton,46301,107.3
2023,City of Hamilton,3138884.1,23789.6
2023,City of Hamilton,135215,175.6
2023,City of Hamilton,1116897.7,5993.8
2023,City of Hamilton,1409675.4,5352.6
2023,City of Hamilton,1991969.1,8658
2023,City of Hamilton,40959,206
2023,City of Hamilton,12421,597.2
2023,City of Hamilton,22066,353.9
2023,City of Hamilton,552396.9,2222.9
2023,City of Hamilton,3484616.7,11976
2023,City of Hamilton,5227,Not Available
2023,City of Hamilton,16291,229.2
2023,City of Hamilton,67469,Not Available
2023,City of Hamilton,352863.9,3536.4
2023,City of Hamilton,836201.8,Not Available
2023,City of Hamilton,536779,4047.8
2023,City of Hamilton,42005,152
2023,City of Hamilton,13771,67.4
2023,City of Hamilton,1101787.5,5027.1
2023,City of Hamilton,87735.9,554.2
2023,City of Hamilton,102862,560.3
2023,City of Hamilton,65687,Not Available
2023,City of Hamilton,503739,3798.3
2023,City of Hamilton,279682.9,Not Available
2023,City of Hamilton,17983,Not Available
2023,City of Hamilton,262711,4263.8
2023,City of Hamilton,272620.9,2064.5
2023,City of Hamilton,344563,1759.5
2023,City of Hamilton,24928.4,149
2023,City of Hamilton,119222.4,623
2023,City of Hamilton,42804,166.7
2023,City of Hamilton,Not Available,4223.8
2023,City of Hamilton,232768,2339
2023,City of Hamilton,317837.9,4213.9
2023,City of Hamilton,327767,1736
2023,City of Hamilton,75631,598.2
2023,City of Hamilton,276842.9,1079.7
2023,City of Hamilton,212150,3373.8
2023,City of Hamilton,Not Available,124
2023,City of Hamilton,868494.9,8569.8
2023,City of Hamilton,810339.9,1381.1
2023,City of Hamilton,171922.5,Not Available
2023,City of Hamilton,208932.9,1081.5
2023,City of Hamilton,5461648.8,10243.6
2023,City of Hamilton,5192,57.4
2023,City of Hamilton,462555.9,3539.1
2023,City of Hamilton,7252.4,Not Available
2023,City of Hamilton,278932,1228.6
2023,City of Hamilton,1722580.5,9261.5
2023,City of Hamilton,Not Available,Not Available
2023,City of Hamilton,5158,61.8
2023,City of Hamilton,304028.9,1336.5
2023,City of Hamilton,62039,412.7
2023,City of Hamilton,2037622.9,12135.1
2023,City of Hamilton,1315860.1,9785.8
2023,City of Hamilton,66925,253
2023,City of Hamilton,1061732.9,9084.5
2023,City of Hamilton,395553,1659
2023,City of Hamilton,72925,406.2
2023,City of Hamilton,236414,1520.6
2023,City of Hamilton,36326,375.2
2023,City of Hamilton,12781,207.4
2023,City of Hamilton,60497,Not Available
2023,City of Hamilton,254540.9,Not Available
2023,City of Hamilton,245754.9,1003.5
2023,City of Hamilton,890425.9,4219.9
2023,City of Kawartha Lakes,3065,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,375639.6,Not Available
2023,City of Kawartha Lakes,168581.9,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,109118.4,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,543068.8,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,449539.5,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,1138,Not Available
2023,City of Kawartha Lakes,13071,Not Available
2023,City of Kawartha Lakes,13484,Not Available
2023,City of Kawartha Lakes,15643,Not Available
2023,City of Kawartha Lakes,36254,Not Available
2023,City of Kawartha Lakes,13708,Not Available
2023,City of Kawartha Lakes,12294,Not Available
2023,City of Kawartha Lakes,21116,Not Available
2023,City of Kawartha Lakes,37255,Not Available
2023,City of Kawartha Lakes,69146,Not Available
2023,City of Kawartha Lakes,46935,Not Available
2023,City of Kawartha Lakes,13269,Not Available
2023,City of Kawartha Lakes,14876,Not Available
2023,City of Kawartha Lakes,40914,Not Available
2023,City of Kawartha Lakes,24264,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,13147,Not Available
2023,City of Kawartha Lakes,10451,Not Available
2023,City of Kawartha Lakes,40765,Not Available
2023,City of Kawartha Lakes,23790,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,47452.6,Not Available
2023,City of Kawartha Lakes,103914.1,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,2806395,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,33015.2,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,5677,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,103110,Not Available
2023,City of Kawartha Lakes,87593.1,Not Available
2023,City of Kawartha Lakes,81090.5,Not Available
2023,City of Kawartha Lakes,20476.9,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kawartha Lakes,342007.7,Not Available
2023,City of Kawartha Lakes,23791,Not Available
2023,City of Kawartha Lakes,38025,Not Available
2023,City of Kawartha Lakes,Not Available,Not Available
2023,City of Kenora,83431,675.4
2023,City of Kenora,1546990.1,Not Available
2023,City of Kingston,1767282.3,1324.7
2023,City of Kingston,454315,1609
2023,City of Kingston,Not Available,1280.8
2023,City of Kingston,Not Available,799
2023,City of Kingston,1053055.9,3367.9
2023,City of Kingston,374671.9,936.7
2023,City of Kingston,1232477.1,2229
2023,City of Kingston,433195.9,1047.3
2023,City of Kingston,20849,1471.2
2023,City of Kingston,797969.9,1830.4
2023,City of Kingston,36863,90
2023,City of Kingston,79809,773.7
2023,City of Kingston,26058,750.6
2023,City of Kingston,33812,758.5
2023,City of Kingston,39475,568.3
2023,City of Kingston,237069.9,2192.8
2023,City of Kingston,14264,Not Available
2023,City of Kingston,3696,317.1
2023,City of Kingston,392576.9,1882.7
2023,City of Kingston,0,Not Available
2023,City of Kingston,6746,Not Available
2023,City of Kingston,65474,1209.4
2023,City of Kingston,4877927,16118.1
2023,City of Kingston,199434.9,1811.3
2023,City of Kingston,109477.9,595.9
2023,City of Kingston,337296,1454.9
2023,City of Kingston,81221,1798
2023,City of Kingston,61455,319.5
2023,City of Kingston,74561,291.3
2023,City of Kingston,25931,Not Available
2023,City of Kingston,61094,Not Available
2023,City of Kingston,42756,625.4
2023,City of Kingston,139719,840.3
2023,City of Mississauga,1287714.3,4922.9
2023,City of Mississauga,167558.2,1949.8
2023,City of Mississauga,40238.7,471.6
2023,City of Mississauga,51879.1,415.9
2023,City of Mississauga,56630.6,476.3
2023,City of Mississauga,57894.4,371.6
2023,City of Mississauga,84843.9,650.9
2023,City of Mississauga,62968.7,528.1
2023,City of Mississauga,55932.3,525.8
2023,City of Mississauga,762936,4741.8
2023,City of Mississauga,451877.9,3711.4
2023,City of Mississauga,1316894.7,7049.8
2023,City of Mississauga,867971.3,3679.1
2023,City of Mississauga,161379.5,1066.7
2023,City of Mississauga,2556633.4,10837.8
2023,City of Mississauga,1016035.8,3698.2
2023,City of Mississauga,898992,4117.2
2023,City of Mississauga,1017845.4,6008.2
2023,City of Mississauga,1366311.3,8407.4
2023,City of Mississauga,1180959.2,5755.4
2023,City of Mississauga,Not Available,573.7
2023,City of Mississauga,285931.7,1361.9
2023,City of Mississauga,365804,647.7
2023,City of Mississauga,2220699.7,12134.1
2023,City of Mississauga,1113405.2,4622.1
2023,City of Mississauga,1647335.6,12579.3
2023,City of Mississauga,5271846.6,9628.2
2023,City of Mississauga,87302.7,747.1
2023,City of Mississauga,80032.8,1014.4
2023,City of Mississauga,78815.3,922.4
2023,City of Mississauga,90466.2,883.8
2023,City of Mississauga,75693.3,895.6
2023,City of Mississauga,53971.5,1019.5
2023,City of Mississauga,87553.7,672.4
2023,City of Mississauga,79814.7,811.4
2023,City of Mississauga,51537.2,415.7
2023,City of Mississauga,60243,353.8
2023,City of Mississauga,49743.6,477.7
2023,City of Mississauga,45993,608.4
2023,City of Mississauga,68144.1,504.3
2023,City of Mississauga,79143.1,441.9
2023,City of Mississauga,85598.5,858.7
2023,City of Mississauga,86820.8,485.8
2023,City of Mississauga,172521,1000.5
2023,City of Mississauga,4079165.1,14391.2
2023,City of Mississauga,4429842.6,22657
2023,City of Mississauga,Not Available,Not Available
2023,City of Mississauga,Not Available,Not Available
2023,City of Mississauga,Not Available,744.1
2023,City of Mississauga,115489.5,581.5
2023,City of Mississauga,162927.6,536.7
2023,City of Mississauga,2218285.8,4942.5
2023,City of Mississauga,51261,Not Available
2023,City of Mississauga,135157.7,295.3
2023,City of Mississauga,110917.8,488.4
2023,City of Mississauga,1782030.2,7788.2
2023,City of Mississauga,145314.2,Not Available
2023,City of Mississauga,2851630.9,11737.1
2023,City of Mississauga,364849.1,866.3
2023,City of Mississauga,2019923.6,3665.3
2023,City of Mississauga,1872543.3,9346.5
2023,City of Mississauga,431918.9,1392.6
2023,City of Mississauga,Not Available,Not Available
2023,City of Mississauga,280657.4,1423
2023,City of Mississauga,4199420.8,45998.7
2023,City of Mississauga,1280752.4,5397.5
2023,City of Mississauga,Not Available,7121.7
2023,London Health Sciences Centre,30345959.4,Not Available
2023,Municipality of Centre Hastings,36980,596.8
2023,Municipality of Centre Hastings,251516,871.1
2023,Municipality of Centre Hastings,11312,230.2
2023,Municipality of Centre Hastings,27831,173.7
2023,Municipality of Centre Hastings,169095,489.1
2023,Ryerson University,65478670.7,58253.8
2023,Town of Aurora,1989685.1,5607.8
2023,Town of Aurora,1198299.6,764.2
2023,Town of Aurora,223092,548.6
2023,Town of Aurora,3292,238.8
2023,Town of Aurora,717,795.6
2023,Town of Aurora,1492298,7235.4
2023,Town of Aurora,195649,4696.3
2023,Town of Aurora,655218.9,1667.7
2023,Town of Aurora,604436.9,4832.2
2023,Town of Aurora,2435119.9,12831
2023,Township of Russell,30392,6.8
2023,Township of Russell,17743,54.4
2023,Township of Russell,396140.9,382.3
2023,Township of Russell,29311,110.3
2023,Township of Russell,652254.9,2028.6
2023,Township of Russell,242262,62.2
2023,Township of Russell,30315,24.2
2023,Township of Russell,57971,11.4
2023,Township of Russell,18374,18.3
2023,Township of Russell,24524,13.7
2023,Township of Russell,50896,380.9
2023,Township of Russell,74291,84.4
2023,Township of Russell,437494.9,5918.8
2023,Township of Russell,543560.9,2065.6
2023,Township of Russell,6731,231.9
2023,Township of Russell,6854,44.8
2023,Township of Russell,17203,48.8
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,Township of Uxbridge,141604.5,Not Available
2023,Township of Uxbridge,Not Available,Not Available
2023,City of Kitchener,2590587.6,12025.1
2023,City of Kitchener,2624777,3873.8
2023,City of Kitchener,506642.7,5660.2
2023,City of Kitchener,66904.7,Not Available
2023,City of Kitchener,50256.6,228.7
2023,City of Kitchener,191778.2,1271.6
2023,City of Kitchener,311279.3,1401.2
2023,City of Kitchener,74350.8,361.3
2023,City of Kitchener,78495.2,350
2023,City of Kitchener,303896.3,Not Available
2023,City of Kitchener,3497792.1,10394.5
2023,City of Kitchener,198186.5,Not Available
2023,City of Kitchener,81627.8,744.8
